,Domain,Length,asii_value,word_count,Vowel_Count,consonants,syllable_count,underscore,hyphen,tandi,tanv,count_n,count_v,count_adj,max_length_word,min_length_word,ratito_char,label
154,dsleplrpulxtixe.com,15,1657,7,4,11,3,0,0,0.0,0.26666666666666666,0,0,0,3,1,1.0,4
155,wiwnyxiidxatqvm.cn,15,1677,8,4,11,4,0,0,0.0,0.26666666666666666,0,0,0,3,1,1.0,4
156,ncyxqcbywxovpjj.com,15,1673,9,1,14,3,0,0,0.0,0.06666666666666667,0,0,0,2,1,1.0,4
157,lsckijiknabwmvu.com,15,1620,7,4,11,4,0,0,0.0,0.26666666666666666,0,0,0,3,1,1.0,4
158,uxncxmpbaibarsn.cn,15,1621,6,4,11,3,0,0,0.0,0.26666666666666666,0,0,0,7,1,1.0,4
159,cyhmkuhejisdiab.cn,15,1588,7,5,10,5,0,0,0.0,0.3333333333333333,0,0,0,4,1,1.0,4
160,wigsyjyjxxgqfyj.com,15,1681,7,1,14,4,0,0,0.0,0.06666666666666667,0,0,0,4,1,1.0,4
161,rbilainukflnnvl.com,15,1617,7,4,11,3,0,0,0.0,0.26666666666666666,0,0,0,3,2,1.0,4
162,sfxuamihbgnavkk.ru,15,1609,7,4,11,3,0,0,0.0,0.26666666666666666,1,0,0,3,1,1.0,4
163,sixcyicvkihkoyj.com,15,1643,7,4,11,4,0,0,0.0,0.26666666666666666,0,0,0,3,1,1.0,4
164,akjhyyrxfrfoejp.cn,15,1638,8,3,12,3,0,0,0.0,0.2,1,0,0,3,1,1.0,4
165,ujpiupbiiobxlut.com,15,1647,7,7,8,4,0,0,0.0,0.4666666666666667,0,0,0,3,2,1.0,4
166,xvuiuveiujuilwn.cn,15,1683,8,8,7,3,0,0,0.0,0.5333333333333333,0,0,0,3,1,1.0,4
167,vcklhwedybnuucg.com,15,1621,8,3,12,3,0,0,0.0,0.2,0,0,0,3,1,1.0,4
168,ilargkuiherdyux.cn,15,1633,6,6,9,5,0,0,0.0,0.4,0,0,0,4,1,1.0,4
169,bakxqrifwqurjth.ru,15,1645,8,3,12,3,0,0,0.0,0.2,1,0,0,3,1,1.0,4
170,mjqlgvqfgkatqhx.ru,15,1632,8,1,14,1,0,0,0.0,0.06666666666666667,0,0,0,3,1,1.0,4
171,ppjuvoqwskxnfny.com,15,1693,9,2,13,3,0,0,0.0,0.13333333333333333,0,0,0,3,1,1.0,4
172,xrktvbxgiugmkyt.com,15,1674,8,2,13,2,0,0,0.0,0.13333333333333333,0,0,0,3,1,1.0,4
173,lgulfkylwtfwgdd.cn,15,1633,7,1,14,2,0,0,0.0,0.06666666666666667,0,0,0,4,1,1.0,4
174,apaiooqutucrohk.com,15,1631,7,8,7,5,0,0,0.0,0.5333333333333333,1,0,0,3,1,1.0,4
175,phdwhkynbvswwmr.ru,15,1669,7,0,15,1,0,0,0.0,0.0,0,0,0,3,2,1.0,4
176,xbrkhyvikaopjgt.com,15,1639,7,3,12,3,0,0,0.0,0.2,0,0,0,3,1,1.0,4
177,bthbtykjyioqeuk.ru,15,1641,8,4,11,3,0,0,0.0,0.26666666666666666,0,0,0,3,1,1.0,4
